Ride_ID,Date,City,Pickup_Area,Drop_Area,Distance_km,Ride_Time_min,Fare_INR,Driver_Rating,Rider_Rating,Payment_Mode,Ride_Status
R10245,2025-06-03,Chennai,Uppal,Somajiguda,7.66,42,128.26,4.26,4.58,Card,Completed
R10246,2025-01-12,Chennai,Ameerpet,Secunderabad,4.28,22,75.34,4.55,4.39,Card,Completed
R10247,2025-04-04,Hyderabad,Jubilee Hills,Hitech City,6.13,25,104.36,4.73,4.31,Card,Completed
R10248,2025-01-22,Pune,Somajiguda,Miyapur,11.1,40,159.79,3.93,4.33,Cash,Completed
R10249,2025-06-04,Delhi,Kondapur,Uppal,5.08,26,104.7,4.06,4.71,Cash,Completed
R10250,2025-04-04,Hyderabad,Begumpet,Jubilee Hills,14.96,56,302.25,3.95,3.97,Cash,Completed
R10251,2025-03-31,Chennai,Uppal,Mehdipatnam,6.5,28,108.29,4.68,4.73,UPI,Completed
R10252,2025-06-17,Mumbai,Hitech City,Madhapur,4.38,15,99.6,4.24,4.25,Cash,Completed
R10253,2025-01-15,Bangalore,Hitech City,Miyapur,1.88,8,41.96,4.36,4.04,UPI,Completed
R10254,2025-06-02,Hyderabad,Jubilee Hills,Secunderabad,4.32,25,93.44,4.26,4.76,Cash,Completed
R10255,2025-05-18,Pune,LB Nagar,Hitech City,5.01,23,121.82,4.6,4.57,UPI,Completed
R10256,2025-03-01,Mumbai,Ameerpet,Banjara Hills,12.87,49,281.13,4.62,3.88,Cash,Cancelled
R10257,2025-04-03,Hyderabad,Madhapur,LB Nagar,14.36,51,212.58,4.29,3.89,Card,Completed
R10258,2025-06-06,Delhi,Banjara Hills,Uppal,13.1,57,202.79,4.56,4.48,Cash,Completed
R10259,2025-03-24,Delhi,Kondapur,Miyapur,8.1,24,151.53,4.14,3.94,UPI,Completed
R10260,2025-02-25,Pune,LB Nagar,Hitech City,12.82,55,248.23,4.53,4.09,Cash,Completed
R10261,2025-04-17,Pune,Kondapur,Uppal,11.33,38,190.26,4.84,4.06,UPI,Cancelled
R10262,2025-01-27,Bangalore,Secunderabad,Madhapur,11.21,59,180.81,4.68,4.77,UPI,Completed
R10263,2025-04-11,Delhi,Somajiguda,Banjara Hills,7.01,29,139.14,4.16,4.56,Card,Cancelled
R10264,2025-03-14,Hyderabad,Somajiguda,Uppal,13.94,75,283.7,4.58,3.88,Cash,Cancelled
R10265,2025-05-14,Hyderabad,LB Nagar,Madhapur,1.5,4,51.24,4.02,4.38,UPI,Completed
R10266,2025-02-08,Hyderabad,Miyapur,Mehdipatnam,11.63,41,146.29,3.94,4.74,UPI,Completed
R10267,2025-02-22,Chennai,Hitech City,Mehdipatnam,14.82,47,189.74,4.73,3.88,UPI,Cancelled
R10268,2025-01-15,Chennai,Somajiguda,Mehdipatnam,11.65,44,143.02,4.09,4.77,Card,Cancelled
R10269,2025-04-28,Bangalore,Uppal,Ameerpet,4.82,17,95.46,4.42,3.92,Cash,Completed
R10270,2025-05-01,Delhi,Somajiguda,Madhapur,5.84,32,95.75,4.36,3.81,UPI,Completed
R10271,2025-02-01,Hyderabad,Secunderabad,Begumpet,1.88,10,55.73,3.8,4.51,Card,Cancelled
R10272,2025-01-05,Bangalore,Kondapur,Kukatpally,4.22,14,88.17,4.12,4.98,Card,Cancelled
R10273,2025-05-15,Mumbai,Ameerpet,Kukatpally,2.37,7,47.06,4.24,4.25,Card,Completed
R10274,2025-02-26,Hyderabad,Miyapur,Mehdipatnam,4.44,14,111.69,4.16,3.94,Cash,Completed
R10275,2025-02-22,Chennai,Uppal,Mehdipatnam,4.22,15,67.34,4.45,4.61,Cash,Completed
R10276,2025-04-30,Hyderabad,Kukatpally,Ameerpet,8.1,32,185.52,4.23,4.2,Card,Completed
R10277,2025-03-25,Hyderabad,Uppal,Ameerpet,14.73,85,220.23,4.31,4.74,Card,Completed
R10278,2025-06-21,Hyderabad,Hitech City,Mehdipatnam,9.69,44,182.57,4.75,4.49,Cash,Completed
R10279,2025-05-07,Mumbai,Hitech City,LB Nagar,13.17,65,246.07,4.13,4.83,Card,Completed
R10280,2025-06-27,Hyderabad,Kondapur,Secunderabad,12.1,65,166.96,4.31,4.0,Card,Completed
R10281,2025-06-24,Chennai,Miyapur,Hitech City,8.63,49,113.14,4.16,3.96,Cash,Completed
R10282,2025-04-14,Hyderabad,Kondapur,Ameerpet,3.41,14,70.56,4.21,4.62,Cash,Completed
R10283,2025-04-03,Mumbai,Jubilee Hills,Ameerpet,6.71,33,150.02,4.27,3.8,Cash,Completed
R10284,2025-01-13,Chennai,LB Nagar,Kukatpally,3.09,15,61.14,4.32,4.59,UPI,Completed
R10285,2025-06-28,Pune,Uppal,Banjara Hills,11.84,50,234.02,4.86,4.23,Cash,Completed
R10286,2025-06-23,Hyderabad,Kondapur,Ameerpet,4.11,15,103.19,3.82,4.48,Card,Completed
R10287,2025-04-19,Bangalore,Kukatpally,Ameerpet,1.32,5,48.18,4.78,4.27,Card,Completed
R10288,2025-03-22,Hyderabad,Madhapur,Secunderabad,3.77,21,73.44,3.84,4.67,UPI,Cancelled
R10289,2025-04-09,Delhi,Somajiguda,Ameerpet,9.44,31,209.45,4.58,3.86,Card,Completed
R10290,2025-01-27,Pune,Ameerpet,Jubilee Hills,9.92,30,157.65,3.86,4.65,Card,Cancelled
R10291,2025-02-05,Pune,Somajiguda,Secunderabad,7.77,44,141.86,4.21,4.2,Cash,Completed
R10292,2025-05-01,Chennai,Jubilee Hills,Uppal,12.39,69,271.93,4.77,4.29,Card,Completed
R10293,2025-03-31,Hyderabad,Begumpet,LB Nagar,11.8,57,193.6,4.94,4.67,Cash,Completed
R10294,2025-05-25,Delhi,Hitech City,Secunderabad,13.01,44,256.45,3.82,4.42,Cash,Completed
R10295,2025-02-10,Pune,Uppal,Ameerpet,1.9,7,46.65,3.95,4.97,Card,Cancelled
R10296,2025-01-01,Bangalore,Jubilee Hills,LB Nagar,9.81,54,119.89,4.75,4.18,UPI,Completed
R10297,2025-06-21,Pune,Madhapur,Miyapur,2.38,8,49.79,4.4,4.51,UPI,Completed
R10298,2025-01-07,Delhi,Hitech City,Miyapur,5.95,24,136.05,4.94,4.28,UPI,Completed
R10299,2025-04-11,Mumbai,Hitech City,Ameerpet,11.7,69,249.05,4.87,4.33,UPI,Completed
R10300,2025-01-16,Chennai,Somajiguda,Gachibowli,2.89,9,80.01,4.24,4.9,Cash,Cancelled
R10301,2025-01-28,Pune,Somajiguda,LB Nagar,5.03,28,125.34,5.0,4.52,UPI,Cancelled
R10302,2025-01-25,Pune,Miyapur,Kukatpally,3.79,14,70.16,4.19,4.04,Cash,Completed
R10303,2025-03-03,Hyderabad,Uppal,Ameerpet,14.32,83,305.98,4.51,4.7,Card,Completed
R10304,2025-06-03,Pune,Gachibowli,Kondapur,9.11,29,138.47,4.4,4.51,Card,Completed
R10305,2025-01-18,Pune,Uppal,Jubilee Hills,11.08,65,162.82,4.67,3.93,Cash,Completed
R10306,2025-05-10,Pune,Ameerpet,Kondapur,2.28,7,59.47,4.09,3.96,Card,Completed
R10307,2025-02-04,Pune,Mehdipatnam,Kondapur,14.78,77,265.18,4.44,4.41,UPI,Completed
R10308,2025-05-13,Pune,Madhapur,Mehdipatnam,12.39,40,242.25,3.97,4.09,Card,Completed
R10309,2025-05-17,Hyderabad,Begumpet,Secunderabad,12.73,59,263.92,4.71,3.95,Card,Completed
R10310,2025-01-28,Bangalore,Mehdipatnam,Somajiguda,7.05,40,92.3,4.21,3.9,UPI,Completed
R10311,2025-03-25,Mumbai,Banjara Hills,Madhapur,6.4,37,99.21,4.76,3.8,Card,Completed
R10312,2025-02-23,Chennai,Hitech City,Somajiguda,10.42,55,121.04,4.83,4.49,UPI,Completed
R10313,2025-02-15,Hyderabad,LB Nagar,Uppal,9.62,49,172.18,3.88,3.91,Cash,Completed
R10314,2025-02-13,Chennai,LB Nagar,Kukatpally,13.77,64,156.72,4.55,4.47,UPI,Completed
R10315,2025-06-11,Pune,Jubilee Hills,Somajiguda,12.75,42,174.23,4.95,4.16,UPI,Completed
R10316,2025-02-24,Delhi,Uppal,Kukatpally,14.06,66,254.17,3.98,4.71,Cash,Completed
R10317,2025-03-13,Mumbai,LB Nagar,Kukatpally,11.76,38,236.78,4.51,3.94,Cash,Completed
R10318,2025-03-22,Pune,Mehdipatnam,Jubilee Hills,7.22,40,91.09,4.02,3.84,Cash,Completed
R10319,2025-06-09,Pune,Miyapur,Gachibowli,8.64,27,151.22,4.29,4.17,Card,Cancelled
R10320,2025-04-19,Chennai,Hitech City,Jubilee Hills,1.32,4,42.0,4.43,4.06,UPI,Cancelled
R10321,2025-01-28,Bangalore,LB Nagar,Ameerpet,5.32,24,103.27,4.88,4.82,Card,Completed
R10322,2025-04-04,Chennai,Begumpet,Miyapur,2.7,9,70.83,4.45,4.8,UPI,Completed
R10323,2025-06-12,Bangalore,Banjara Hills,Somajiguda,2.92,15,67.42,3.83,4.56,UPI,Completed
R10324,2025-01-12,Pune,Mehdipatnam,Somajiguda,2.56,13,48.1,4.3,4.96,Card,Completed
R10325,2025-06-29,Mumbai,Jubilee Hills,Uppal,3.4,16,63.13,4.59,4.52,UPI,Cancelled
R10326,2025-05-16,Mumbai,Somajiguda,LB Nagar,11.51,38,141.07,4.0,4.17,Cash,Completed
R10327,2025-06-07,Pune,Banjara Hills,Hitech City,4.61,16,89.85,4.13,3.91,Cash,Completed
R10328,2025-04-28,Delhi,Mehdipatnam,Uppal,13.04,75,192.17,3.84,4.19,UPI,Completed
R10329,2025-05-02,Chennai,Banjara Hills,LB Nagar,2.57,13,69.96,4.33,4.15,UPI,Completed
R10330,2025-03-17,Bangalore,Jubilee Hills,Ameerpet,8.42,48,142.66,3.84,4.68,Card,Completed
R10331,2025-05-14,Pune,Begumpet,Hitech City,2.91,15,74.61,4.23,4.7,Cash,Cancelled
R10332,2025-05-29,Pune,Ameerpet,Kondapur,14.61,83,261.39,4.26,3.81,Card,Completed
R10333,2025-01-12,Pune,Hitech City,Secunderabad,4.36,14,76.72,3.87,4.32,Card,Completed
R10334,2025-06-13,Chennai,Kondapur,Gachibowli,6.61,20,111.88,4.81,4.46,UPI,Cancelled
R10335,2025-03-17,Chennai,Begumpet,Kondapur,10.64,54,197.64,4.9,4.31,UPI,Cancelled
R10336,2025-06-16,Chennai,Madhapur,Somajiguda,2.95,10,55.79,3.92,4.3,UPI,Completed
R10337,2025-01-22,Pune,Uppal,Begumpet,14.96,52,214.33,4.02,4.03,UPI,Completed
R10338,2025-03-05,Hyderabad,Mehdipatnam,Begumpet,9.62,48,154.36,4.18,4.33,Card,Completed
R10339,2025-01-18,Chennai,Ameerpet,Uppal,2.25,11,48.45,3.95,4.43,Cash,Completed
R10340,2025-02-11,Hyderabad,Hitech City,Uppal,2.29,12,49.16,4.28,4.85,Card,Completed
R10341,2025-01-24,Pune,Uppal,Miyapur,9.25,37,161.23,3.94,3.82,Cash,Cancelled
R10342,2025-01-27,Mumbai,Madhapur,Secunderabad,14.43,69,239.57,4.34,4.01,Cash,Cancelled
R10343,2025-05-15,Chennai,Kondapur,Madhapur,7.32,37,92.1,4.48,4.49,Card,Completed
R10344,2025-03-04,Hyderabad,Secunderabad,Hitech City,4.36,23,67.0,4.42,4.69,Cash,Completed
R10345,2025-02-15,Hyderabad,Ameerpet,Gachibowli,5.31,29,82.25,4.09,3.96,Card,Completed
R10346,2025-06-10,Pune,Kukatpally,Uppal,13.83,73,166.81,4.64,4.0,Card,Cancelled
R10347,2025-02-14,Pune,Jubilee Hills,Ameerpet,5.07,21,119.09,4.75,3.91,UPI,Completed
R10348,2025-06-24,Bangalore,Mehdipatnam,Begumpet,1.28,7,43.89,4.47,4.85,UPI,Completed
R10349,2025-02-20,Bangalore,Banjara Hills,Miyapur,11.16,64,191.44,4.11,4.27,Cash,Completed
R10350,2025-01-05,Chennai,Hitech City,Uppal,11.57,53,219.44,4.64,4.9,UPI,Completed
R10351,2025-02-21,Hyderabad,Madhapur,Mehdipatnam,10.37,61,197.91,4.8,4.96,UPI,Completed
R10352,2025-03-17,Chennai,Uppal,Mehdipatnam,12.78,71,230.12,4.49,4.07,UPI,Completed
R10353,2025-05-07,Delhi,Kondapur,Secunderabad,12.73,59,227.33,4.48,3.9,UPI,Completed
R10354,2025-02-09,Hyderabad,Somajiguda,Gachibowli,8.38,48,174.61,4.45,4.21,UPI,Completed
R10355,2025-01-25,Mumbai,Gachibowli,Ameerpet,6.22,27,116.92,4.8,4.78,Cash,Completed
R10356,2025-06-14,Bangalore,Begumpet,Kondapur,8.64,50,169.83,4.66,4.77,Card,Completed
R10357,2025-03-26,Chennai,Banjara Hills,Somajiguda,3.26,13,56.72,4.27,4.81,Cash,Completed
R10358,2025-02-24,Pune,Kukatpally,Begumpet,11.88,44,193.34,4.26,4.99,Card,Completed
R10359,2025-03-10,Chennai,Hitech City,Kukatpally,4.22,24,99.71,4.99,4.81,UPI,Completed
R10360,2025-02-12,Delhi,Kukatpally,Gachibowli,12.6,51,204.22,4.44,4.95,Card,Completed
R10361,2025-03-14,Pune,Madhapur,Somajiguda,12.09,51,223.22,4.48,4.95,UPI,Completed
R10362,2025-04-11,Pune,Secunderabad,Somajiguda,8.92,29,163.18,4.49,3.93,UPI,Completed
R10363,2025-06-21,Mumbai,LB Nagar,Banjara Hills,2.88,12,60.13,4.42,4.01,Card,Completed
R10364,2025-03-14,Mumbai,Somajiguda,Hitech City,4.02,19,94.59,3.9,4.91,Card,Completed
R10365,2025-06-17,Bangalore,Miyapur,Uppal,12.7,46,233.7,4.07,4.97,Cash,Completed
R10366,2025-02-24,Delhi,Banjara Hills,Jubilee Hills,14.94,49,161.24,4.75,4.63,Card,Completed
R10367,2025-04-14,Mumbai,Ameerpet,Uppal,7.37,26,139.61,4.6,3.85,Cash,Completed
R10368,2025-01-16,Mumbai,Hitech City,Miyapur,3.49,11,59.51,4.17,4.57,UPI,Completed
R10369,2025-05-17,Pune,Madhapur,LB Nagar,6.54,26,108.31,4.62,3.81,Card,Completed
R10370,2025-02-08,Bangalore,Jubilee Hills,Miyapur,7.17,32,151.56,4.24,4.58,Cash,Completed
R10371,2025-02-28,Chennai,Kukatpally,Somajiguda,13.36,60,290.54,4.41,4.74,Card,Completed
R10372,2025-05-03,Mumbai,Kondapur,Uppal,9.66,46,177.98,4.4,4.83,Card,Completed
R10373,2025-04-20,Hyderabad,Begumpet,Hitech City,11.45,61,177.67,4.51,4.85,Cash,Completed
R10374,2025-04-24,Hyderabad,Jubilee Hills,Kukatpally,2.94,9,81.17,4.01,4.08,UPI,Completed
R10375,2025-06-23,Bangalore,Jubilee Hills,Ameerpet,8.22,42,131.42,4.11,3.85,Card,Cancelled
R10376,2025-04-14,Bangalore,Miyapur,LB Nagar,9.81,43,165.76,4.78,4.5,Card,Completed
R10377,2025-01-17,Bangalore,Secunderabad,Ameerpet,14.83,84,172.6,4.02,4.95,Card,Completed
R10378,2025-05-14,Mumbai,Kondapur,Hitech City,5.21,15,98.44,4.47,4.68,UPI,Completed
R10379,2025-04-04,Delhi,Kukatpally,Uppal,1.86,9,44.48,4.39,3.93,UPI,Completed
R10380,2025-06-17,Hyderabad,Gachibowli,Uppal,12.14,44,232.85,4.07,4.3,UPI,Cancelled
R10381,2025-05-05,Chennai,Ameerpet,Somajiguda,2.08,8,51.86,3.86,4.26,Card,Cancelled
R10382,2025-01-12,Pune,Banjara Hills,Secunderabad,2.68,10,55.83,4.05,3.89,Cash,Completed
R10383,2025-06-29,Mumbai,LB Nagar,Kukatpally,10.32,52,164.46,4.68,4.27,UPI,Completed
R10384,2025-01-07,Bangalore,Gachibowli,Kukatpally,9.02,46,169.25,4.24,4.92,Card,Completed
R10385,2025-02-03,Chennai,Uppal,Jubilee Hills,8.46,34,154.55,4.01,4.72,UPI,Completed
R10386,2025-04-01,Chennai,Kondapur,Mehdipatnam,5.75,27,77.34,4.56,4.71,Cash,Cancelled
R10387,2025-05-12,Hyderabad,Kukatpally,Secunderabad,2.32,7,61.03,4.85,4.53,Cash,Completed
R10388,2025-03-11,Chennai,Madhapur,Kondapur,14.7,56,232.43,4.96,3.95,Card,Completed
R10389,2025-05-23,Bangalore,Jubilee Hills,Hitech City,2.44,10,55.29,4.09,4.46,Card,Completed
R10390,2025-02-04,Delhi,Uppal,Madhapur,1.83,6,53.02,4.93,4.77,Cash,Completed
R10391,2025-04-07,Delhi,LB Nagar,Secunderabad,5.59,29,135.51,3.95,4.12,Cash,Completed
R10392,2025-03-03,Chennai,LB Nagar,Jubilee Hills,6.97,28,138.83,4.95,3.8,Cash,Completed
R10393,2025-04-02,Hyderabad,Begumpet,Kukatpally,1.87,8,52.83,4.89,4.49,Card,Completed
R10394,2025-02-24,Hyderabad,Gachibowli,Banjara Hills,9.17,33,124.66,4.91,4.04,UPI,Completed
R10395,2025-01-19,Delhi,Somajiguda,Jubilee Hills,3.64,11,60.72,4.67,4.21,Card,Completed
R10396,2025-03-10,Chennai,Begumpet,Madhapur,3.08,18,75.07,4.22,4.63,Cash,Completed
R10397,2025-05-02,Delhi,Hitech City,Kondapur,10.7,42,205.71,3.94,3.8,UPI,Completed
R10398,2025-04-22,Chennai,Somajiguda,Secunderabad,6.42,35,151.91,4.46,4.56,Card,Completed
R10399,2025-06-20,Pune,Secunderabad,LB Nagar,12.28,55,162.84,3.88,4.49,Card,Cancelled
R10400,2025-03-12,Delhi,Secunderabad,Somajiguda,9.82,33,176.61,4.23,4.36,Card,Completed
R10401,2025-02-21,Mumbai,Hitech City,LB Nagar,10.9,60,190.14,4.6,4.41,UPI,Cancelled
R10402,2025-01-30,Bangalore,Miyapur,Hitech City,5.74,27,78.05,4.68,4.12,Card,Completed
R10403,2025-03-23,Chennai,Madhapur,Miyapur,5.69,29,118.46,4.78,4.19,UPI,Completed
R10404,2025-02-19,Hyderabad,LB Nagar,Uppal,7.75,35,101.87,4.74,3.95,Cash,Cancelled
R10405,2025-06-17,Bangalore,Secunderabad,Gachibowli,13.24,72,204.59,4.96,4.61,Cash,Completed
R10406,2025-03-09,Chennai,Mehdipatnam,Banjara Hills,8.39,45,168.64,4.71,3.97,UPI,Completed
R10407,2025-02-14,Chennai,Somajiguda,Secunderabad,6.98,31,110.01,4.25,4.55,UPI,Completed
R10408,2025-04-03,Hyderabad,Gachibowli,LB Nagar,4.04,21,97.15,4.85,4.51,Card,Completed
R10409,2025-02-19,Mumbai,Banjara Hills,Uppal,7.89,39,96.18,4.19,4.49,Cash,Cancelled
R10410,2025-03-11,Delhi,Miyapur,Jubilee Hills,3.84,18,95.67,4.36,4.62,Card,Completed
R10411,2025-02-02,Hyderabad,Jubilee Hills,Begumpet,6.48,32,134.15,4.13,4.79,Card,Completed
R10412,2025-02-06,Mumbai,Madhapur,Somajiguda,7.56,25,166.53,4.91,4.49,Cash,Completed
R10413,2025-06-11,Pune,Jubilee Hills,Madhapur,13.8,71,299.8,4.66,3.81,Cash,Completed
R10414,2025-03-27,Bangalore,Mehdipatnam,Ameerpet,6.86,31,154.11,4.95,4.0,Card,Cancelled
R10415,2025-03-28,Delhi,Banjara Hills,LB Nagar,14.81,61,256.51,4.83,3.99,Card,Cancelled
R10416,2025-06-26,Bangalore,Somajiguda,Ameerpet,3.18,18,82.76,4.82,4.46,UPI,Cancelled
R10417,2025-06-16,Delhi,Hitech City,Kukatpally,11.39,53,144.52,3.89,4.52,Cash,Completed
R10418,2025-05-21,Delhi,Uppal,Miyapur,2.12,9,45.58,4.17,4.37,Card,Cancelled
R10419,2025-06-18,Delhi,Begumpet,LB Nagar,11.3,66,148.45,4.6,4.1,UPI,Completed
R10420,2025-01-28,Bangalore,Hitech City,Madhapur,11.38,65,155.25,3.87,4.77,Card,Completed
R10421,2025-05-04,Pune,Kondapur,Ameerpet,6.87,28,126.89,4.6,4.31,Cash,Completed
R10422,2025-05-30,Bangalore,Hitech City,Secunderabad,6.6,24,115.73,4.79,4.53,UPI,Completed
R10423,2025-04-24,Bangalore,Somajiguda,Secunderabad,8.41,25,134.62,4.11,4.01,UPI,Completed
R10424,2025-01-14,Delhi,Jubilee Hills,Mehdipatnam,7.47,30,111.05,4.01,4.52,UPI,Completed
R10425,2025-04-23,Hyderabad,Ameerpet,Mehdipatnam,9.21,50,121.33,4.1,4.26,Cash,Cancelled
R10426,2025-02-14,Chennai,Madhapur,Kukatpally,12.96,76,263.48,4.98,4.71,UPI,Completed
R10427,2025-01-12,Chennai,Madhapur,Kondapur,10.27,43,192.47,3.96,3.96,Card,Completed
R10428,2025-06-11,Mumbai,Kondapur,Ameerpet,4.26,24,98.65,4.97,4.04,Cash,Completed
R10429,2025-02-15,Mumbai,Mehdipatnam,Ameerpet,5.01,15,112.32,4.37,4.23,UPI,Completed
R10430,2025-05-26,Bangalore,LB Nagar,Gachibowli,7.26,25,159.95,4.29,4.95,Cash,Completed
R10431,2025-06-26,Delhi,Kondapur,LB Nagar,8.35,35,158.33,4.34,4.54,Cash,Cancelled
R10432,2025-03-21,Hyderabad,Begumpet,Madhapur,8.11,39,118.42,4.29,4.74,Card,Completed
R10433,2025-02-15,Chennai,Gachibowli,Somajiguda,8.11,43,165.81,4.53,4.56,Cash,Completed
R10434,2025-01-31,Bangalore,Kondapur,LB Nagar,2.14,10,50.75,4.52,4.8,Card,Completed
R10435,2025-02-02,Pune,Jubilee Hills,Kukatpally,8.13,43,184.33,4.19,3.85,Card,Cancelled
R10436,2025-03-11,Chennai,Madhapur,Banjara Hills,11.26,43,149.98,4.12,4.35,Cash,Completed
R10437,2025-03-28,Delhi,Secunderabad,Ameerpet,11.53,55,227.92,4.06,4.83,UPI,Completed
R10438,2025-02-04,Mumbai,Begumpet,Kondapur,8.18,32,132.82,4.03,4.74,Card,Completed
R10439,2025-01-03,Delhi,Kukatpally,Jubilee Hills,2.19,8,51.14,4.79,3.96,UPI,Completed
R10440,2025-01-31,Chennai,Uppal,Kukatpally,12.72,43,139.79,4.32,3.9,UPI,Completed
R10441,2025-03-02,Bangalore,Miyapur,Jubilee Hills,14.14,67,246.76,3.96,4.52,Card,Cancelled
R10442,2025-05-26,Mumbai,Somajiguda,Uppal,5.0,29,87.68,4.49,4.9,Card,Completed
R10443,2025-03-08,Chennai,Begumpet,Somajiguda,6.91,24,112.86,4.11,4.23,UPI,Completed
R10444,2025-05-19,Bangalore,Kukatpally,Mehdipatnam,8.26,31,107.7,4.23,4.45,Card,Completed
R10445,2025-01-09,Mumbai,Uppal,Ameerpet,13.51,49,160.57,4.41,3.94,Card,Completed
R10446,2025-06-30,Delhi,Banjara Hills,Ameerpet,12.82,48,222.75,4.91,3.94,Cash,Completed
R10447,2025-05-20,Bangalore,Uppal,Miyapur,8.22,33,173.0,4.0,3.95,Card,Completed
R10448,2025-01-21,Mumbai,Secunderabad,Kukatpally,3.92,20,65.08,4.14,4.65,Card,Completed
R10449,2025-05-30,Hyderabad,Uppal,LB Nagar,6.66,39,140.27,4.12,4.48,Card,Completed
R10450,2025-06-09,Bangalore,Uppal,Somajiguda,4.01,17,73.22,4.49,4.2,Cash,Completed
R10451,2025-02-21,Pune,Kondapur,Banjara Hills,2.41,13,61.43,4.37,4.22,Cash,Completed
R10452,2025-04-22,Chennai,Gachibowli,Miyapur,10.67,62,156.07,4.31,4.59,Cash,Completed
R10453,2025-06-26,Pune,Jubilee Hills,Uppal,12.86,45,186.06,4.66,4.27,UPI,Completed
R10454,2025-03-05,Hyderabad,Begumpet,Uppal,11.89,48,158.13,4.13,3.96,Card,Completed
R10455,2025-03-26,Bangalore,Gachibowli,Banjara Hills,7.99,39,145.68,4.02,4.63,Cash,Completed
R10456,2025-02-15,Mumbai,Kondapur,Somajiguda,10.48,57,145.37,4.69,4.87,Cash,Completed
R10457,2025-03-06,Delhi,Mehdipatnam,Jubilee Hills,9.22,38,177.68,4.12,4.79,UPI,Completed
R10458,2025-01-12,Delhi,Secunderabad,Somajiguda,9.35,28,118.71,4.58,4.37,Card,Cancelled
R10459,2025-01-06,Mumbai,Jubilee Hills,Uppal,7.68,42,133.0,4.64,3.89,Cash,Completed
R10460,2025-03-06,Hyderabad,Madhapur,LB Nagar,14.48,62,175.68,4.56,4.85,Cash,Completed
R10461,2025-06-22,Pune,Hitech City,Mehdipatnam,12.82,45,206.92,4.63,4.14,UPI,Completed
R10462,2025-04-25,Bangalore,Kukatpally,LB Nagar,11.56,36,174.42,4.61,4.7,UPI,Completed
R10463,2025-04-23,Hyderabad,Kondapur,Begumpet,10.26,60,140.24,4.1,4.42,Cash,Completed
R10464,2025-05-24,Mumbai,Jubilee Hills,Miyapur,11.55,67,161.21,3.88,4.33,UPI,Completed
R10465,2025-04-13,Bangalore,Kukatpally,Gachibowli,1.21,4,47.87,4.04,4.61,UPI,Completed
R10466,2025-03-10,Hyderabad,Somajiguda,Kukatpally,13.94,52,281.92,4.5,4.1,Cash,Completed
R10467,2025-01-22,Bangalore,Kondapur,Secunderabad,3.9,22,63.39,4.17,3.97,Card,Cancelled
R10468,2025-01-23,Delhi,Kukatpally,Secunderabad,13.2,48,192.3,4.4,4.01,Card,Completed
R10469,2025-03-14,Chennai,Ameerpet,Gachibowli,13.56,60,211.1,4.26,4.08,UPI,Completed
R10470,2025-03-02,Pune,Mehdipatnam,Jubilee Hills,6.2,26,81.33,4.81,4.57,Cash,Completed
R10471,2025-06-24,Mumbai,Jubilee Hills,Madhapur,1.63,7,40.29,4.95,4.32,UPI,Completed
R10472,2025-03-08,Mumbai,Kukatpally,Madhapur,1.65,7,46.58,4.9,3.89,Card,Completed
R10473,2025-03-05,Delhi,Somajiguda,Kondapur,8.07,25,100.12,4.78,3.98,UPI,Completed
R10474,2025-04-16,Chennai,Somajiguda,Uppal,10.64,49,209.71,4.98,4.0,UPI,Completed
R10475,2025-05-17,Chennai,Kukatpally,Gachibowli,14.85,62,188.96,4.44,4.54,Cash,Completed
R10476,2025-03-06,Chennai,Secunderabad,LB Nagar,4.24,20,105.02,4.72,4.41,Cash,Completed
R10477,2025-03-29,Pune,Ameerpet,Madhapur,5.92,21,93.53,4.79,4.75,UPI,Completed
R10478,2025-02-12,Delhi,Uppal,Kukatpally,11.01,52,221.02,4.03,3.95,Card,Completed
R10479,2025-05-31,Mumbai,LB Nagar,Madhapur,13.04,76,162.32,4.15,4.13,UPI,Completed
R10480,2025-03-25,Delhi,Kukatpally,Secunderabad,7.68,38,109.34,4.76,4.19,Card,Completed
R10481,2025-06-09,Mumbai,LB Nagar,Madhapur,13.33,45,259.38,4.36,3.81,UPI,Cancelled
R10482,2025-03-04,Hyderabad,LB Nagar,Hitech City,2.62,10,76.22,4.84,4.77,Cash,Completed
R10483,2025-02-10,Pune,Banjara Hills,Uppal,1.89,6,44.01,4.82,4.41,UPI,Completed
R10484,2025-04-04,Pune,Kukatpally,Secunderabad,2.53,9,63.9,4.18,3.97,Card,Completed
R10485,2025-01-19,Bangalore,Somajiguda,Secunderabad,5.92,23,102.7,4.02,4.78,UPI,Completed
R10486,2025-01-30,Bangalore,Mehdipatnam,Kondapur,6.92,31,123.55,4.18,4.08,Cash,Completed
R10487,2025-02-24,Chennai,Kukatpally,LB Nagar,11.09,35,193.44,4.24,4.59,Cash,Cancelled
R10488,2025-02-25,Delhi,Gachibowli,Banjara Hills,4.45,23,82.18,4.96,4.58,UPI,Completed
R10489,2025-06-11,Bangalore,Banjara Hills,Uppal,6.34,19,137.01,4.68,4.3,Card,Completed
R10490,2025-02-06,Bangalore,Kukatpally,Jubilee Hills,8.67,33,180.78,4.49,4.2,Cash,Completed
R10491,2025-01-20,Bangalore,Uppal,Secunderabad,6.83,20,150.71,4.37,4.92,Cash,Completed
R10492,2025-06-07,Pune,Uppal,Ameerpet,10.69,38,154.01,4.39,3.95,Cash,Completed
